species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent	collection_location	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS pg (2C) replicate	GS pg (2C)	GS pg (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	STDV(GS)	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample	V30	V31	V32	V33	V34
Impatiens noli tangere	ddImpNoli1.hap2.1	Scaffold	584760610	584727610	ddImpNoli1	2	31	99.8364	100	0	0.163559	641511883	645887659	337094911	339394247	304416973	306493412	75.2601	97.9625	0.16398	0.16398	Offsite	MC9004	DTOL	Angiosperm	Balsaminaceae	Impatiens	noli-tangere	<Petro	GPB3%PVPBmet	258.47	777.36	3.12	2.48	3.008	271.15	794.45	1.5	1.54	0.77	0.75	3.35	2.36	0.082	0.043	Sahr Mian	2020-04-08	KDTOL10007	0.8-6.51	""	""	""	""	""	""
Impatiens parviflora	ddImpParv1.hap1.1	Chromosome	1754528848	1754268248	ddImpParv1	2	31	99.777	100	0	0.223027	1972901243	1988834999	1197766531	1207440061	775134712	781394938	70.9159	96.1346	0.0757976	0.0757976	RBGK	MC9554	DTOL	Angiosperm	Balsaminaceae	Impatiens	parviflora	>Solanum	GPB3%PVP	236.73	482.22	5.24	6.13	2.037	462.1	226.63	4.03	4.04	2.02	1.97	7.36	6.52	0.018	0.034	Nacho	2020-06-13	KDTOL10845	2C =  3.82pg	Rough estimate	""	""	""	""	""
Impatiens parviflora	ddImpParv1.hap2.1	Scaffold	1642216661	1642017061	ddImpParv1	2	31	99.777	100	0	0.223027	1972901243	1988834999	1197766531	1207440061	775134712	781394938	70.9159	96.1346	0.0757976	0.0757976	RBGK	MC9554	DTOL	Angiosperm	Balsaminaceae	Impatiens	parviflora	>Solanum	GPB3%PVP	236.73	482.22	5.24	6.13	2.037	462.1	226.63	4.03	4.04	2.02	1.97	7.36	6.52	0.018	0.034	Nacho	2020-06-13	KDTOL10845	2C =  3.82pg	Rough estimate	""	""	""	""	""
Inula conyza	daInuConz1.hap1.1	Chromosome	3354090705	3353305705	daInuConz1	2	31	88.5665	97.8311	2.16887	11.4335	1693898117	1698035365	1116007728	1118733512	577890389	579301853	73.3064	85.9903	0.168921	0.168921	RBGK	MC9285	DTOL	Angiosperm	Asteraceae	Inula	conyza	>Petro	GPB3%PVP	214.28	378.16	2.79	2.8	1.755	385.25	221.1	7.94	7.84	3.92	3.84	2.89	2.84	0.017	0.106	Sahr Mian	2021-08-24	KDTOL10375	7.01	""	""	""	""	""	""
Inula conyza	daInuConz1.hap2.1	Scaffold	3313702603	3312967603	daInuConz1	2	31	88.5665	97.8311	2.16887	11.4335	1693898117	1698035365	1116007728	1118733512	577890389	579301853	73.3064	85.9903	0.168921	0.168921	RBGK	MC9285	DTOL	Angiosperm	Asteraceae	Inula	conyza	>Petro	GPB3%PVP	214.28	378.16	2.79	2.8	1.755	385.25	221.1	7.94	7.84	3.92	3.84	2.89	2.84	0.017	0.106	Sahr Mian	2021-08-24	KDTOL10375	7.01	""	""	""	""	""	""
Inula salicina	daInuSali1.hap1.1	Chromosome	1530290090	1530103890	daInuSali1	2	31	98.7158	98.7942	1.20582	1.28422	1541507404	1552110971	904192342	910412010	637315062	641698961	67.5348	97.2948	0.0672487	0.0672487	RBGK	MC9530	DTOL	Angiosperm	Asteraceae	Inula	salicina	>Solanum	GPB3%PVP	219.19	322.94	4.77	7.21	1.473	341.67	219.26	2.92	3.09	1.54	1.51	8.08	5.18	0.12	0.238	Nacho	2020-06-12	""	2C = 3.39pg	Confirmed with the sample alone	""	""	""	""	""
Inula salicina	daInuSali1.hap2.1	Chromosome	1549176105	1548979305	daInuSali1	2	31	98.7158	98.7942	1.20582	1.28422	1541507404	1552110971	904192342	910412010	637315062	641698961	67.5348	97.2948	0.0672487	0.0672487	RBGK	MC9530	DTOL	Angiosperm	Asteraceae	Inula	salicina	>Solanum	GPB3%PVP	219.19	322.94	4.77	7.21	1.473	341.67	219.26	2.92	3.09	1.54	1.51	8.08	5.18	0.12	0.238	Nacho	2020-06-12	""	2C = 3.39pg	Confirmed with the sample alone	""	""	""	""	""
Iris foetidissima	lsIriFoet1.hap1.1	Chromosome	6994326806	6993956206	lsIriFoet1	2	31	99.7663	99.8055	0.194476	0.233741	7136610547	7160314974	4954577917	4971034669	2182032631	2189280306	69.2672	95.2611	0.0726042	0.0726042	RBGK	MC9317	DTOL	Angiosperm	Iridaceae	Iris	foetidissima	>Pisum	GPB3%PVP	249.36	462.09	2.06	2.54	1.853	466.86	252.96	16.84	16.78	8.39	8.2	2.59	2.3	0.008	0.074	Sahr Mian		""	14.46	""	""	""	""	""	""
Iris foetidissima	lsIriFoet1.hap2.1	Scaffold	6884123664	6883657264	lsIriFoet1	2	31	99.7663	99.8055	0.194476	0.233741	7136610547	7160314974	4954577917	4971034669	2182032631	2189280306	69.2672	95.2611	0.0726042	0.0726042	RBGK	MC9317	DTOL	Angiosperm	Iridaceae	Iris	foetidissima	>Pisum	GPB3%PVP	249.36	462.09	2.06	2.54	1.853	466.86	252.96	16.84	16.78	8.39	8.2	2.59	2.3	0.008	0.074	Sahr Mian		""	14.46	""	""	""	""	""	""
Isopterygiella pulchella	cbIsoPulc3.1	Chromosome	641620782	641324382	cbIsoPulc3	1	31					604400900	605882229	220063272	220602626	384337628	385279603	84.3537	93.0497	0.690143	0.690143																																		
Isopterygiella pulchella	cbIsoPulc3.2	Chromosome	641620782	641324382	cbIsoPulc3	1	31					604400900	605882229	220063272	220602626	384337628	385279603	84.3537	93.0497	0.690143	0.690143																																		
Isothecium myosuroides	cbIsoMyos1.1	Chromosome	388278473	388267673	cbIsoMyos1	2	31	99.8919	99.9077	0.0922822	0.108113	386462041	386968838	105239977	105377986	281222064	281590851	86.2751	96.8529	0.729172	0.729172	RBGE	DB1448	DTOL	Bryophyte	""	Isothecium	myosuroides	<Solanum	GPB3%PVPBmet	313.14	681.25	3.44	2.45	2.175	340.52	725.35	0.92	0.94	0.47	0.46	2.97	2.64	0.042	0.019	Sahr Mian	2020-10-08	""	genus estimate 0.86-0.95	""	""	""	""	""	""
Jacobaea maritima	daJacMari1.hap1.1	Chromosome	2191046023	2190590623	daJacMari1	4	31					1111370240	1118587740	814137188	819424387	297233052	299163353	64.7467	88.8852	0.0823726	0.0823726	RBGE	DMR368	DTOL	Angiosperm	Asteraceae	Jacobaea	maritima	>Petro	GPB3%PVP	173.92	202.15	3.85	3.39	1.162	206.88	178.59	5.23	5.21	2.61	2.55	3.11	3.43	0.004	0.017	Nacho	2020-08-10	""	""	""	""	""	""	""	""
Jacobaea maritima	daJacMari1.hap2.1	Scaffold	2193897259	2193454259	daJacMari1	4	31					1111370240	1118587740	814137188	819424387	297233052	299163353	64.7467	88.8852	0.0823726	0.0823726	RBGE	DMR368	DTOL	Angiosperm	Asteraceae	Jacobaea	maritima	>Petro	GPB3%PVP	173.92	202.15	3.85	3.39	1.162	206.88	178.59	5.23	5.21	2.61	2.55	3.11	3.43	0.004	0.017	Nacho	2020-08-10	""	""	""	""	""	""	""	""
Jacobaea vulgaris	daJacVulg1.hap1.1	Chromosome	2027853508	2027325508	daJacVulg1	2	31	98.7672	98.8519	1.14809	1.23278	1981909883	1995749122	1377665936	1387285874	604243946	608463248	66.5408	97.7854	0.0900476	0.0900476	RBGE	DMR255	DTOL	Angiosperm	Asteraceae	Jacobaea	vulgaris	>Solanum	GPB3%PVP	225.64	498.17	3.3	2.67	2.208	504.67	231.79	4.37	4.31	2.16	2.11	2.47	3.13	0.029	0.057	Sahr Mian		""	-	""	""	""	""	""	""
Jacobaea vulgaris	daJacVulg1.hap2.1	Scaffold	2005077040	2004571640	daJacVulg1	2	31	98.7672	98.8519	1.14809	1.23278	1981909883	1995749122	1377665936	1387285874	604243946	608463248	66.5408	97.7854	0.0900476	0.0900476	RBGE	DMR255	DTOL	Angiosperm	Asteraceae	Jacobaea	vulgaris	>Solanum	GPB3%PVP	225.64	498.17	3.3	2.67	2.208	504.67	231.79	4.37	4.31	2.16	2.11	2.47	3.13	0.029	0.057	Sahr Mian		""	-	""	""	""	""	""	""
Jasione montana	daJasMont1.hap1.1	Chromosome	1282032516	1281981916	daJasMont1	2	31	97.8327	97.991	2.00897	2.16727	1345436372	1359339501	852289051	861096220	493147321	498243281	71.3466	97.4828	0.180835	0.180835	RBGK	MC9269	DTOL	Angiosperm	Campanulaceae	Jasione	montana	<Petro	GPB3%PVP	222.29	277.12	4.84	2.59	1.247	231.51	287.09	3.61	3.63	1.81	1.77	4.24	2.6	0.006	0.016	Sahr Mian	2021-08-16	KDTOL10350	-	""	""	""	""	""	""
Jasione montana	daJasMont1.hap2.1	Scaffold	1294555905	1294517305	daJasMont1	2	31	97.8327	97.991	2.00897	2.16727	1345436372	1359339501	852289051	861096220	493147321	498243281	71.3466	97.4828	0.180835	0.180835	RBGK	MC9269	DTOL	Angiosperm	Campanulaceae	Jasione	montana	<Petro	GPB3%PVP	222.29	277.12	4.84	2.59	1.247	231.51	287.09	3.61	3.63	1.81	1.77	4.24	2.6	0.006	0.016	Sahr Mian	2021-08-16	KDTOL10350	-	""	""	""	""	""	""
Juncus bufonius	lpJunBufo1.hap2.1	Scaffold	738462512	738409312	lpJunBufo1	2	31	99.7606	100	0	0.239351	824479194	830677369	458323585	461769117	366155610	368908252	72.0602	96.2442	0.12828	0.12828	RBGE	DMR271	DTOL	Angiosperm	Juncaceae	Juncus	bufonius	<Petro	GPB3%PVP	168.67	399.29	4.49	2.96	2.367	174.04	406.84	1.9	1.92	0.96	0.94	4.03	2.59	0.027	0.022	Sahr Mian		""	2.60	""	""	""	""	""	""
Juncus bufonius	lpJunBufo1.hap1.1	Chromosome	773779405	773714605	lpJunBufo1	2	31	99.7606	100	0	0.239351	824479194	830677369	458323585	461769117	366155610	368908252	72.0602	96.2442	0.12828	0.12828	RBGE	DMR271	DTOL	Angiosperm	Juncaceae	Juncus	bufonius	<Petro	GPB3%PVP	168.67	399.29	4.49	2.96	2.367	174.04	406.84	1.9	1.92	0.96	0.94	4.03	2.59	0.027	0.022	Sahr Mian		""	2.60	""	""	""	""	""	""
Juncus effusus	lpJunEffu1.1 alternate haplotype	Contig	6633779	6633779	lpJunEffu1	2	31	12.5653	100	0	87.4347	126643215	126936172	47020133	47128902	79623082	79807269	85.5408	91.1218	0.23273	0.23273	Offsite	MC9019	DTOL	Angiosperm	Juncaceae	Juncus	effusus	<Solanum	GPB3%PVPBmet	123.95	420.95	3.12	2.62	3.316	129.32	430.53	0.59	0.6	0.3	0.29	2.97	2.48	0.044	0.013	Sahr Mian	2020-07-08	KDTOL10021	0.6 (1988)*	""	""	""	""	""	""
Juncus effusus	lpJunEffu1.1	Chromosome	242897133	242841433	lpJunEffu1	2	31	12.5653	100	0	87.4347	126643215	126936172	47020133	47128902	79623082	79807269	85.5408	91.1218	0.23273	0.23273	Offsite	MC9019	DTOL	Angiosperm	Juncaceae	Juncus	effusus	<Solanum	GPB3%PVPBmet	123.95	420.95	3.12	2.62	3.316	129.32	430.53	0.59	0.6	0.3	0.29	2.97	2.48	0.044	0.013	Sahr Mian	2020-07-08	KDTOL10021	0.6 (1988)*	""	""	""	""	""	""
Juncus inflexus	lpJunInfl1.hap2.1	Scaffold	300371339	300307539	lpJunInfl1	2	31	99.7648	99.7953	0.204697	0.235192	325043997	325948616	146006966	146413313	179037031	179535303	80.0042	90.0684	0.142174	0.142174	RBGE	DMR152	DTOL	Angiosperm	Juncaceae	Juncus	inflexus	<Solanum	GPB3%PVP	123.90	311.95	3.89	3.04	2.518	126.56	316.03	0.79	0.79	0.4	0.39	4.08	3.03	0.029	0.009	Sahr Mian	2020-09-14	""	0.66	""	""	""	""	""	""
Juncus inflexus	lpJunInfl1.hap1.1	Chromosome	321598421	321520621	lpJunInfl1	2	31	99.7648	99.7953	0.204697	0.235192	325043997	325948616	146006966	146413313	179037031	179535303	80.0042	90.0684	0.142174	0.142174	RBGE	DMR152	DTOL	Angiosperm	Juncaceae	Juncus	inflexus	<Solanum	GPB3%PVP	123.90	311.95	3.89	3.04	2.518	126.56	316.03	0.79	0.79	0.4	0.39	4.08	3.03	0.029	0.009	Sahr Mian	2020-09-14	""	0.66	""	""	""	""	""	""
Juncus squarrosus	lpJunSqua1.hap1.1	Chromosome	318492659	318459259	lpJunSqua1	2	31	0	100	0	100	154265059	154617508	59456823	59592664	94808236	95024844	83.3193	87.7567	0.241361	0.241361																																		
Juncus squarrosus	lpJunSqua1.hap1.2	Chromosome	318492659	318459259	lpJunSqua1	2	31	0	100	0	100	154265059	154617508	59456823	59592664	94808236	95024844	83.3193	87.7567	0.241361	0.241361																																		
Juncus squarrosus	lpJunSqua1.hap2.1	Chromosome	318489289	318447289	lpJunSqua1	2	31	0	100	0	100	154265059	154617508	59456823	59592664	94808236	95024844	83.3193	87.7567	0.241361	0.241361																																		
Juncus squarrosus	lpJunSqua1.hap2.2	Chromosome	318489289	318447289	lpJunSqua1	2	31	0	100	0	100	154265059	154617508	59456823	59592664	94808236	95024844	83.3193	87.7567	0.241361	0.241361																																		
Karpatiosorbus bristoliensis	drSorBris1.hap1.1	Chromosome	1261311705	1261223705																																																			
Karpatiosorbus bristoliensis	drSorBris1.hap2.1	Chromosome	607642347	607598347																																																			
Kiaeria blyttii	cbKiaBlyt5.1	Chromosome	262662768	262597974	cbKiaBlyt5	2	31	80.2484	100	0	19.7516	140200689	140981253	39683210	39904145	100517479	101077108	86.5895	94.878	1.64235	1.64235	RBGE	DB1525	DTOL	Bryophyte	""	Kiaeria	blyttii	<Oryza	GPB3%PVPBmet	114.39	346.33	4.66	3.32	3.028	117.22	355.1	0.66	0.66	0.33	0.32	4.9	3.48	0.007	0.001	Sahr Mian	2020-04-29	""	-	""	""	""	""	""	""
Laburnum anagyroides	drLabAnag1.hap1.1	Chromosome	1137254848	1136806448	drLabAnag1	2	31	99.2838	99.3004	0.699638	0.716223	1225968746	1227777719	548401231	549210422	677567516	678567298	85.9153	96.0088	0.0761184	0.0761184	RBGE	DMR298	DTOL	Angiosperm	Fabaceae	Laburnum	anagyroides	>Solanum	GPB3%PVP	218.95	290.65	3.99	4.94	1.327	296.57	227.99	2.63	2.58	1.29	1.26	4.46	3.57	0.024	0.048	Nacho	2020-05-19	""	2C = 1.60 pg	""	""	""	""	""	""
Laburnum anagyroides	drLabAnag1.hap2.1	Scaffold	1123660043	1123237643	drLabAnag1	2	31	99.2838	99.3004	0.699638	0.716223	1225968746	1227777719	548401231	549210422	677567516	678567298	85.9153	96.0088	0.0761184	0.0761184	RBGE	DMR298	DTOL	Angiosperm	Fabaceae	Laburnum	anagyroides	>Solanum	GPB3%PVP	218.95	290.65	3.99	4.94	1.327	296.57	227.99	2.63	2.58	1.29	1.26	4.46	3.57	0.024	0.048	Nacho	2020-05-19	""	2C = 1.60 pg	""	""	""	""	""	""
Lactuca saligna	daLacSali1.hap1.1	Chromosome	2155571437	2155481837	daLacSali1	2	31	99.7799	99.851	0.149006	0.220089	2329194419	2335112572	1233618650	1236753100	1095575769	1098359472	74.4349	94.4868	0.0726502	0.0726502	RBGK	""	DTOL	Angiosperm	Asteraceae	Lactuca	saligna	<Pisum	OXPRO	249.13	442.76	2.88	2.3	1.777	263.68	462.95	5.11	5.18	2.59	2.53	3.31	2.32	0.019	0.064	Sahr Mian	2020-05-26	KDTOL10236	4.67	""	""	""	""	""	""
Lactuca saligna	daLacSali1.hap2.1	Scaffold	2107136690	2107052990	daLacSali1	2	31	99.7799	99.851	0.149006	0.220089	2329194419	2335112572	1233618650	1236753100	1095575769	1098359472	74.4349	94.4868	0.0726502	0.0726502	RBGK	""	DTOL	Angiosperm	Asteraceae	Lactuca	saligna	<Pisum	OXPRO	249.13	442.76	2.88	2.3	1.777	263.68	462.95	5.11	5.18	2.59	2.53	3.31	2.32	0.019	0.064	Sahr Mian	2020-05-26	KDTOL10236	4.67	""	""	""	""	""	""
Lamium amplexicaule	daLamAmpl1.hap1.1	Chromosome	521588801	521558201	daLamAmpl1	2	31	99.8753	99.8996	0.100403	0.124689	649710029	651248885	336402596	337199375	313307433	314049510	82.1084	98.3415	0.119136	0.119136	RBGK	MC9189	DTOL	Angiosperm	Lamiaceae	Lamium	amplexicaule	<Petro	OXPRO	130.52	416.19	3.87	3.28	3.389	133.41	444.9	1.41	1.35	0.68	0.66	3.2	2.66	0.046	0.055	Sahr Mian	2020-05-18	KDTOL10212	2.58	""	""	""	""	""	""
Lamium amplexicaule	daLamAmpl1.hap2.1	Scaffold	499720593	499693993	daLamAmpl1	2	31	99.8753	99.8996	0.100403	0.124689	649710029	651248885	336402596	337199375	313307433	314049510	82.1084	98.3415	0.119136	0.119136	RBGK	MC9189	DTOL	Angiosperm	Lamiaceae	Lamium	amplexicaule	<Petro	OXPRO	130.52	416.19	3.87	3.28	3.389	133.41	444.9	1.41	1.35	0.68	0.66	3.2	2.66	0.046	0.055	Sahr Mian	2020-05-18	KDTOL10212	2.58	""	""	""	""	""	""
Lamium purpureum	daLamPurp1.hap1.1	Chromosome	581106170	581086170	daLamPurp1	2	31	99.7972	99.8287	0.171251	0.202809	653333863	655618280	367816550	369102641	285517312	286515639	76.2967	96.6004	0.190719	0.190719	RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.84	135.34	376.31	1.58	1.62	0.81	0.79	3.7	1.82	0.062	0.036	Sahr Mian	2020-03-16	KDTOL10138	2.20	""	""	""	""	""	""
Lamium purpureum	daLamPurp1.hap1.2	Chromosome	581106170	581086170	daLamPurp1	2	31	99.7972	99.8287	0.171251	0.202809	653333863	655618280	367816550	369102641	285517312	286515639	76.2967	96.6004	0.190719	0.190719	RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.84	135.34	376.31	1.58	1.62	0.81	0.79	3.7	1.82	0.062	0.036	Sahr Mian	2020-03-16	KDTOL10138	2.20	""	""	""	""	""	""
Lamium purpureum	daLamPurp1.hap2.1	Scaffold	566709687	566691287	daLamPurp1	2	31	99.7972	99.8287	0.171251	0.202809	653333863	655618280	367816550	369102641	285517312	286515639	76.2967	96.6004	0.190719	0.190719	RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.84	135.34	376.31	1.58	1.62	0.81	0.79	3.7	1.82	0.062	0.036	Sahr Mian	2020-03-16	KDTOL10138	2.20	""	""	""	""	""	""
Lamium purpureum	daLamPurp1.hap2.2	Scaffold	566709687	566691287	daLamPurp1	2	31	99.7972	99.8287	0.171251	0.202809	653333863	655618280	367816550	369102641	285517312	286515639	76.2967	96.6004	0.190719	0.190719	RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.84	135.34	376.31	1.58	1.62	0.81	0.79	3.7	1.82	0.062	0.036	Sahr Mian	2020-03-16	KDTOL10138	2.20	""	""	""	""	""	""
Lapsana communis	daLapComm1.hap1.1	Chromosome	1043710947	1043652547	daLapComm1	2	31	99.5954	100	0	0.404572	1048981413	1061982399	602290747	609755486	446690667	452226913	69.842	96.0334	0.167371	0.167371	RBGE	DMR109	DTOL	Angiosperm	Asteraceae	Lapsana	communis	<Petro	GPB3%PVP	172.05	309.60	3.37	2.34	1.8	172.03	307.49	2.5	2.52	1.26	1.23	3.14	2.33	0.055	0.018	Sahr Mian	2021-08-10	""	2.40	""	""	""	""	""	""
Lapsana communis	daLapComm1.hap2.1	Scaffold	1031218025	1031166025	daLapComm1	2	31	99.5954	100	0	0.404572	1048981413	1061982399	602290747	609755486	446690667	452226913	69.842	96.0334	0.167371	0.167371	RBGE	DMR109	DTOL	Angiosperm	Asteraceae	Lapsana	communis	<Petro	GPB3%PVP	172.05	309.60	3.37	2.34	1.8	172.03	307.49	2.5	2.52	1.26	1.23	3.14	2.33	0.055	0.018	Sahr Mian	2021-08-10	""	2.40	""	""	""	""	""	""
Lathraea squamaria	daLatSqua1.hap1.1	Chromosome	546009934	545991414	daLatSqua1	2	31	73.8619	100	0	26.1381	274384492	274736798	150350462	150543510	124034030	124193288	83.4951	91.3681	0.134732	0.134732	RBGK	MC9141	DTOL	Angiosperm	Orobanchaceae	Lathraea	squamaria	<Petro	OXPRO	148.44	238.07	3.62	2.34	1.604	153.31	244.91	2.81	2.82	1.41	1.38	3.31	2.64	0.009	0.018	Sahr Mian	2020-04-07	KDTOL10159	no previous estimate	""	""	""	""	""	""
Lathraea squamaria	daLatSqua1.hap2.1	Scaffold	424433462	424416562	daLatSqua1	2	31	73.8619	100	0	26.1381	274384492	274736798	150350462	150543510	124034030	124193288	83.4951	91.3681	0.134732	0.134732	RBGK	MC9141	DTOL	Angiosperm	Orobanchaceae	Lathraea	squamaria	<Petro	OXPRO	148.44	238.07	3.62	2.34	1.604	153.31	244.91	2.81	2.82	1.41	1.38	3.31	2.64	0.009	0.018	Sahr Mian	2020-04-07	KDTOL10159	no previous estimate	""	""	""	""	""	""
Lathyrus aphaca	drLatApha1.1 alternate haplotype	Contig	68815937	68815937	drLatApha1	2	31	89.2982	97.637	2.36295	10.7018	2130904717	2138264879	1582651970	1588118463	548252747	550146417	65.8115	86.2685	0.0985523	0.0985523	RBGK	MC9241	DTOL	Angiosperm	Fabaceae	Lathyrus	aphaca	>Petro	GPB3%PVP	191.01	418.24	2.18	2.24	2.19	435.1	201.21	9.85	9.73	4.87	4.76	2.08	2.03	0.024	0.103	Sahr Mian	2021-07-27	KDTOL10308	13.80	""	""	""	""	""	""
Lathyrus aphaca	drLatApha1.1	Chromosome	4252398850	4252187250	drLatApha1	2	31	89.2982	97.637	2.36295	10.7018	2130904717	2138264879	1582651970	1588118463	548252747	550146417	65.8115	86.2685	0.0985523	0.0985523	RBGK	MC9241	DTOL	Angiosperm	Fabaceae	Lathyrus	aphaca	>Petro	GPB3%PVP	191.01	418.24	2.18	2.24	2.19	435.1	201.21	9.85	9.73	4.87	4.76	2.08	2.03	0.024	0.103	Sahr Mian	2021-07-27	KDTOL10308	13.80	""	""	""	""	""	""
Lathyrus linifolius	drLatLini1.hap1.1	Chromosome	5159471692	5159253641	drLatLini1	2	31	98.3291	98.4239	1.57609	1.67089	5302397809	5385169171	4018903617	4081639409	1283494192	1303529762	55.6436	96.2988	0.129679	0.129679	RBKG	MC9083	DTOL	Angiosperm	Fabaceae	Lathyrus	linifolius	>Pisum	GPB3%PVPBmet	240.28	312.95	2.14	1.68	1.302	320.09	246.99	11.84	11.78	5.89	5.76	1.73	2.11	0.007	0.062	Sahr Mian	2020-09-04	KDTOL10088	24.4 in lit search	""	""	""	""	""	""
Lathyrus linifolius	drLatLini1.hap2.1	Scaffold	5050376427	5050166627	drLatLini1	2	31	98.3291	98.4239	1.57609	1.67089	5302397809	5385169171	4018903617	4081639409	1283494192	1303529762	55.6436	96.2988	0.129679	0.129679	RBKG	MC9083	DTOL	Angiosperm	Fabaceae	Lathyrus	linifolius	>Pisum	GPB3%PVPBmet	240.28	312.95	2.14	1.68	1.302	320.09	246.99	11.84	11.78	5.89	5.76	1.73	2.11	0.007	0.062	Sahr Mian	2020-09-04	KDTOL10088	24.4 in lit search	""	""	""	""	""	""
Leersia oryzoides	lpLeeOryz1.hap1.1	Chromosome	766351316	766297316	lpLeeOryz1	2	31	99.9353	99.9568	0.0431698	0.0646898	773949112	775110921	296496394	296941477	477452719	478169444	83.1384	92.7839	0.0928639	0.0928639	RBGK	MC9424	DTOL	Angiosperm	Poaceae	Leersia	oryzoides	<Petro	GPB3%PVP	182.91	413.19	3.81	3.22	2.259	186.63	417.89	1.99	2.01	1	0.98	3.98	3.24	0.017	0.015	Sahr Mian		""	1.84	""	""	""	""	""	""
Leersia oryzoides	lpLeeOryz1.hap1.2	Chromosome	766351316	766297316	lpLeeOryz1	2	31	99.9353	99.9568	0.0431698	0.0646898	773949112	775110921	296496394	296941477	477452719	478169444	83.1384	92.7839	0.0928639	0.0928639	RBGK	MC9424	DTOL	Angiosperm	Poaceae	Leersia	oryzoides	<Petro	GPB3%PVP	182.91	413.19	3.81	3.22	2.259	186.63	417.89	1.99	2.01	1	0.98	3.98	3.24	0.017	0.015	Sahr Mian		""	1.84	""	""	""	""	""	""
Leersia oryzoides	lpLeeOryz1.hap2.1	Chromosome	754424487	754373887	lpLeeOryz1	2	31	99.9353	99.9568	0.0431698	0.0646898	773949112	775110921	296496394	296941477	477452719	478169444	83.1384	92.7839	0.0928639	0.0928639	RBGK	MC9424	DTOL	Angiosperm	Poaceae	Leersia	oryzoides	<Petro	GPB3%PVP	182.91	413.19	3.81	3.22	2.259	186.63	417.89	1.99	2.01	1	0.98	3.98	3.24	0.017	0.015	Sahr Mian		""	1.84	""	""	""	""	""	""
Leersia oryzoides	lpLeeOryz1.hap2.2	Chromosome	754424487	754373887	lpLeeOryz1	2	31	99.9353	99.9568	0.0431698	0.0646898	773949112	775110921	296496394	296941477	477452719	478169444	83.1384	92.7839	0.0928639	0.0928639	RBGK	MC9424	DTOL	Angiosperm	Poaceae	Leersia	oryzoides	<Petro	GPB3%PVP	182.91	413.19	3.81	3.22	2.259	186.63	417.89	1.99	2.01	1	0.98	3.98	3.24	0.017	0.015	Sahr Mian		""	1.84	""	""	""	""	""	""
Lemna minuta	laLemMinu1.hap2.1	Scaffold	313088917	312628117	laLemMinu1	2	31	97.566	97.6178	2.38217	2.43404	252711261	254962753	84757602	85512736	167953659	169450016	80.6746	96.1195	1.60485	1.60485	RBGK	MC9235	DTOL	Angiosperm	""	Lemna	minuta	<Solanum	GPB3%PVP	107.62	284.87	5.15	3.38	2.647	110.22	290.5	0.76	0.76	0.38	0.37	5.19	3.16	0.012	0.003	Robyn Powell	2021-07-13	KDTOL10303	-	""	""	""	""	""	""
Lemna minuta	laLemMinu1.hap1.1	Chromosome	306894355	306454755	laLemMinu1	2	31	97.566	97.6178	2.38217	2.43404	252711261	254962753	84757602	85512736	167953659	169450016	80.6746	96.1195	1.60485	1.60485	RBGK	MC9235	DTOL	Angiosperm	""	Lemna	minuta	<Solanum	GPB3%PVP	107.62	284.87	5.15	3.38	2.647	110.22	290.5	0.76	0.76	0.38	0.37	5.19	3.16	0.012	0.003	Robyn Powell	2021-07-13	KDTOL10303	-	""	""	""	""	""	""
Leontodon hispidus	daLeoHisp1.hap1.1	Chromosome	2022702950	2022370726	daLeoHisp1	2	31	98.6776	98.7438	1.25622	1.32244	2037368033	2060346901	1376689223	1392216491	660678811	668130410	65.054	96.7132	0.147157	0.147157	RBGE	DMR97	DTOL	Angiosperm	Asteraceae	Leontodon	hispidus	>Solanum	GPB3%PVP	181.73	402.19	3.5	2.9	2.213	407.92	186.78	4.43	4.37	2.18	2.14	3.19	3.47	0.026	0.051	Sahr Mian	2021-08-04	""	5	""	""	""	""	""	""
